key,value,label,emerlabel,version,sent1,num
topic2,4.470804,double tap; turn sideways; full screen,0,12.07,1: i just get a new iphone <digit> plus upgrade from the 5s and i be able to update the google app which i wasn't able to on my last phone and the ad be outrageous;<br>2: i haven't be able to watch youtube on my phone for two_day;<br>3: everybody in the world use youtube so the app should actually be able to turn_sideways when iphone be already in view mode we should not have to wait to load our video before we can turn our phone to view it in landscape_mode;<br>,30
topic2,1.593465,storage space; sexual orientation; community guideline,0,12.09,1: fix the bug and make it stop turn my phone off;<br>2: i've see earlier review describe this problem but after several update;<br>3: turn out i'm the only one in my house with this problem and it isn't something anyone seem to know_how to fix;<br>,31
topic2,2.223142,take awhile; double tap; exit full screen,0,12.1,1: i see that other people be experience this problem as_well;<br>2: i wish that be still there because i'm subscribe to so many people i don't want to go through each channel to see if they've post;<br>3: youtube google when i look to see how many people i be sub to i click the button then another one like library then if i try to click trend it show library;<br>,32
topic2,4.287853,full screen; network setting; exit full screen,cellular data; mobile website; full screen,12.11,1: haven't be able to watch video since this latest_update;<br>2: haven't be able to watch a single video in it entirety since the last_update;<br>3: every video i want to watch;<br>,33
topic3,1.714639,certain spot; profile picture; sound quality,0,11.07,1: i like the youtube app overall but i think some thing could be change and add i like that i can put my video on a tab while i'm search up other thing and still listen and i like that it put my like video in a playlist but when i put video in watch_later sometimes it doesn't show up so i have to screenshot to remember the video i want to watch i wish it would put the recent one you put in that playlist at the top i also wish youtube could filter out more spam comment that aren't really relevant to a video or just hate and i keep have this error where i can post comment but not reply to people comment i would like to be able to change my profile_picture and cover from this app instead_of a laptop as_well and some of my recommendation aren't thing i would watch so that annoy sound_quality be good depend_on the channel notification be helpful i cant dislike comment for_some_reason and also the video sometimes take_awhile to load refresh and check wifi_connection sometimes help i also think it would be nice if i could pause a video while write a comment though also when you try to scroll a video back to a certain_spot it kind_of hard and in comment when someone link a time it doesn't work when i click on it the sound just randomly isn't work on my youtube as_well cr_p i know this list go on forever but i have use youtube a long_time and this be what i notice best way to watch a lot_of video and put them out there as_far as i've see fix a few_kink and it good;<br>2: you should also run the homepage and menu through focus group or something;<br>3: i ve also see review of homepage be pile with random recent upload garbage;<br>,1
topic3,2.489204,cpu usage; black box; force quit,0,11.1,1: i would give you a <digit> rat if i could;<br>2: below be a list of thing i wish to see update into the app <digit>;<br>3: would like to see an update add 3d_touch;<br>,2
topic3,1.847108,camera roll; different category; status bar,0,11.11,1: i would give it <digit>;<br>2: would you be able to add a button so the visually_impair and blind would be able to add their_own picture from their camera_roll if they wish instead_of the freeze frame thumbnail;<br>3: would be nice if you could listen to video while not in the app;<br>,3
topic3,2.563202,mobile device; camera roll; profile picture,0,11.13,1: disclaimer i put <digit> so you would see this so what_happen be i need to delete some apps for storage and i get youtube while it be update;<br>2: i would also like there to be mp3_converter option for the iphone;<br>3: a today widget would also be useful;<br>,4
topic3,1.594904,search history; smart phone; dark grey,0,11.15,1: i would give it <digit> 5_star if i could;<br>2: i would have give this app <digit> 5_star;<br>3: <digit> subscriber yet i think it would give people a huge confidence boost if they get a reward at <digit> subscriber;<br>,5
topic3,1.633441,nothing happen; copyright claim; volume slider,0,11.17,1: a youtube fan that sincerely wish youtube would fix these problem;<br>2: sorry to tell yah one more thing to fix;<br>3: i have try so many thing to fix this but nothing work;<br>,6
topic3,1.670916,custom thumbnail; suggestion box; free trial,0,11.18,1: add a landscape option for the iphone_6 6s_plus would be great;<br>2: i would really like to be able to close my phone while listen to music or check other thing while listen to a song instead_of have to stay on the app;<br>3: i would give this steam_pile_of garbage 0_star if i could;<br>,7
topic3,2.736047,numerous time; action spiteful; tube red,0,11.19,1: i would give this <digit>;<br>2: also i would love it if you would stop only show me the newest <digit> video on a channel;<br>3: you would see how these feature would be helpful;<br>,8
topic3,1.467912,top right corner; gmail account; live stream,0,11.21,1: i would give it a negative <digit> if i could;<br>2: i would give this a 5_star but a <digit> <digit> for because i lose my gmail_account also tankajax and u know the rest;<br>3: i would give this 0_star if i could;<br>,9
topic3,1.536123,lock screen; make sense; search bar,0,11.23,1: but other_than that i would give the app a five_star if problem be fix;<br>2: your make the app bad again and also plus i should not be get the this cuz i know my iphone be connect to my icloud_drive fix it plz and this issue randomly occur at random time;<br>3: i really wish that i could select a better quality on my iphone because the quality always go bad on it and u can't see the picture on it good;<br>,10
topic3,1.65542,revert back; enjoyable experience; older device,0,11.25,1: it would be great to have that so if you be learn something you could put it in slow_mo or if you want a challenge you could speed it up just like computer;<br>2: but if you could get it so we can listen to music with it lock that would be awesome;<br>3: but it would look better if you refresh the page and the offline part would vanish;<br>,11
topic3,1.403282,screen recorder; higher rat; content creator,0,11.28,1: could you please add a screen_recorder where we can record game on our phone that would be nice;<br>2: if i could give it a 5_star;<br>3: youtube be awesome if i could marry it i would;<br>,12
topic3,2.568865,custom thumbnail; mobile device; thumbnail scrub,0,11.3,1: i'm a moderator for a stream and i usually use mobile so i would like it if you could add the mod feature for mobile_device;<br>2: it would be great if you_guy make a older compatible version of this app for io_7 user like it use to be;<br>3: i have see other_apps like instagram and snapchat use a bar instead_of a bubble and i be hop youtube would add that feature;<br>,13
topic3,1.334604,accidental click; home screen; low quality,0,11.32,1: if i could give 0_star i would;<br>2: think youtube would be a good app for me;<br>3: i have_no_clue who think it would be a good idea to change the ui to this mess now;<br>,14
topic3,1.637061,multiple time; multiple device; high speed internet,multiple time; subscription box; multiple device,11.33,1: and i've be use my phone to control my roku youtube app and it completely freeze up;<br>2: hey so i'm a youtuber and i use this app a lot lol;<br>3: i do love use youtube but i be sick tire_of the constant;<br>,15
topic3,2.723188,age restriction; mobile device; vulgar language,0,11.34,1: i use to be able to always have my ipad connect to my xbox_one at_all time so when i want to watch a video on my tv i could just hit a button and it be there;<br>2: i like use youtube i have a ton_of youtubers that i watch i just wish if a video get delete and it on you like video list if you could make it that we get_rid_of it;<br>3: for the kid who watch youtube please put age_restriction on video you would not want them watch or have them watch youtube kid;<br>,16
topic3,1.563339,custom thumbnail; home menu; ten minute,0,11.35,1: i honestly wish i could give this a negative <digit> because that what i would rate it;<br>2: why bother twice i take the time to remove that extremely long homepage list hence only one star i reluctantly give if it be possible absolutely none would be give;<br>3: type a comment use to have some bug when you want to go_back and edit the begin of a comment it would automatically show you the end of the comment regardless_of where you be edit but now;<br>,17
topic3,3.382274,comment section; apple product; bring back,0,11.38,1: please_fix these bug as they make the youtube app annoy to use;<br>2: give this zero_star would make me so happy;<br>3: i wish u could make the youtube_red feature globally;<br>,18
topic3,2.131623,longest time; playback speed; sub box,0,11.39,1: this be a big issue one day i be on the youtube app and i leave for a minute and come back and when i be try to get out the app it wouldn't_let_me it lock me in my father try to let the ipad die but it wouldn't then it would go off screen like i close the ipad but video would just keep go and go and it won't stop that when my parent say that we would have to give it back to the school and let them fix it the best thing be because i never break my ipad the say it be a free fix but next time this happen we would have to pay <digit> for it and i be very angry about it so i hope you_guy fix this immediately that way it won't happen to other people again but i still use this app so please_fix this;<br>2: one real improvement would be to make s some way for user to add audio description for people with vision issue;<br>3: the new look be confuse everything be on the top and the gui doesn't look modern it just look messy so please change the look back to the way it look like in <digit> i'd me happy and would rate this a 5_star;<br>,19
topic3,2.338578,stability improvement; smart phone; home page,0,11.41,1: it ehat this app be make fore and it break u need to fix it;<br>2: please_fix this i use youtube a lot for tutorial video when i need to fix or make thing etc;<br>3: i can't log_in to my youtube account you need to fix this or i'm not use youtube for anything anymore i'm_tire of youtube not work;<br>,20
topic3,2.056083,stupid decision; stability improvement; swipe leave,0,11.43,1: i like how u make it but could be better keep it up and plz put bug fix in the next update;<br>2: so i would appreciate if this could get fix soon;<br>3: this app have be give me problem it freeze my old and i can't get out of it i have to let it die in till i can use it again it have bug it need to be fix;<br>,21
topic3,2.549624,playback speed; double tap; red bar,0,11.45,1: can you_guy fix this and can you_guy limit the ad because everyone be get annoy by it;<br>2: if you could focus_on add a playback_speed option that would be great;<br>3: i be a frequent youtube youse and i hat be unsubscribed_from people and because of it no_longer get notification or see them in my suggest you need to fix what ever mistake you've make because it effect everyone and everything on youtube in the most negative way possible and i hate it;<br>,22
topic3,2.055681,bring back; higher rat; tube red,0,11.47,1: if you could fix the problem i would give a higher_rat;<br>2: the app have become so_much better the only change that could be make be make possible to lock your phone and not shut_down the app;<br>3: if they could just fix the performance issue it would be a 5_star app;<br>,23
topic3,2.382021,setting menu; mobile device; video playback,0,11.47.1,1: <digit> and by the way i would give this five_star but until this get fix it gonna be 2_star;<br>2: these couple_of thing be what have stop me from use this app so it would be great if you could fix them thank;<br>3: love the app it just you need to fix the sub_fee and algorithm list of need thing improve layout easier login fix algorithm stop delete small channel improve setting_menu it hasn't change in the last <digit> update;<br>,24
topic3,3.475251,mobile network; double tap; unlimited data,0,11.49,1: honestly i would give it a <digit> and a half because you_guy need to fix all yese bug my phone get stick on full_screen then i can even watch the video you must fix these glitch;<br>2: if this bug could be fix;<br>3: if you could fix this bug that'd be great;<br>,25
topic3,5.072512,double tap; skip forward; ten second,0,12.03,1: add the 10_sec fast_forward double_tap feature be one of the worst thing you can add to this app if you_guy can at_least add a option in the setting to turn_off and on that will be amaze please youtube you_guy be slowly kill your app fix it be fine before please;<br>2: i would like to have the double_tap to skip_forward and backwards feature remove;<br>3: please remove the double_tap feature;<br>,26
topic3,2.164851,bring back; apple watch; live stream,0,12.04,1: i think this would make youtube so_much better less people will be use other edit apps;<br>2: to think you try make your app better but you make it so_much worse;<br>3: you_guy need to make notification synch better;<br>,27
topic3,3.54307,night mode; copyright claim; full screen,0,12.05,1: now i would rate this thing <digit> <digit> of a star if i be will to rate it higher_than it deserve;<br>2: just fix this delayness and make the app faster and i would have no problem;<br>3: i can't play any video it really annoy sure wish you_guy would fix it it only be <digit> day;<br>,28
topic3,2.047065,major redesign; press pause; pause button,0,12.06,1: it be such a small feature that would make everyone happy and when you finally add it you must first subscribe to youtube_red;<br>2: it would be very intuitive to add a feature where you could instantly return to playback;<br>3: the app be in need of a major_redesign and i would like to remind simple be the best and with add more feature it slow my iphone_6_plus down;<br>,29
topic3,2.330828,break news; search bar; playback speed,0,12.07,1: would not recommend download until fix be make;<br>2: please update it again but to fix it and make it better not worse;<br>3: if you could fix this it would be much appreciate;<br>,30
topic3,2.225686,double tap; middle finger emoji; bottom corner,0,12.09,1: fix bug that would be useful for a better youtube experience instead_of fix the one that nobody_care and add useless feature to the app;<br>2: fix bug that would be useful for a better youtube experience instead_of fix the one that nobody_care and add useless feature to the app;<br>3: every update i swear to god you_guy add more glitch and bug instead_of fix them i mean seriously i cant even use the app anymore at this point nothing load and it just so uncooperative all the time;<br>,31
topic3,2.366712,storage space; extra space; restrict mode,0,12.1,1: the new update have way to many bug it really annoy if i could i would downgrade i love the new feature but the app do not run well hop for a new update that fix these_issue;<br>2: fix bug that would be useful for a better youtube experience instead_of fix the one that nobody_care and add useless feature to the app;<br>3: if i could give it negative_star i would;<br>,32
topic3,1.897945,highest quality; custom thumbnail; cellular data,0,12.11,1: besides that it be a great app and a suggestion would be to add a way to change the speed of the video like you can do on desktop;<br>2: need to add the feature to change the speed on the app;<br>3: i love that i can skip_10_sec forward and all the bug you fix in this update but right_now i be use my alt iphone_4s because my primary iphone_5s when swim in the washer so i don't have the skip_10_sec feature but i love it i love the app thank for not make me have to goto safari xd;<br>,33
topic4,1.716234,profile picture; certain spot; wifi connection,0,11.07,1: it say error every_time i try to reply back to a comment;<br>2: whenever i try to reply to comment it doesn't work and it say error when i try to post the comment;<br>3: so when i try to comment back to my fan it say error but it will let_me comment on video just doesn't_let_me reply;<br>,1
topic4,1.406601,main page; finger swipe; customer support,0,11.1,1: i always get notification in the app if someone reply to a comment;<br>2: it give me notification when people upload video but how can i watch them if i can't even get on the app on my ipad;<br>3: the only way to get back to the homepage be press the back button at the top leave of a lot_of time;<br>,2
topic4,2.712446,home screen; kinda annoy; notification center,0,11.11,1: make it be you can block channel i hate see the same spam account and mean people in comment;<br>2: please update it won't_let_me post a comment it say i don't like the video which i do like the video it slow if i search something and i go_back to the video it mess_up i don't_know how to explain it just doesn't work and every_time i check the youtube homepage to see what video i subscribe it show who i'm not subscribe to and it bug me so please update;<br>3: on the phone there no way to see the channel you be subscribe to like you use to;<br>,3
topic4,1.344284,main screen; selection soy; phone sideways,0,11.13,1: almost_every time i put a few video in my watch_later i watch them and then when i want to like a video or write a comment i can't u can't see a description or comment you have to click off the video and click back on;<br>2: when i watch a video full_screen then turn it to see my fee then go_back to the video the video will practically go to a past part of the video and the sound will keep go;<br>3: whenever i want to see a video on my ipad the ad or video won't_load but on my iphone the video load;<br>,4
topic4,3.696617,selection soy; main screen; high quality,main page; original commenter; electronic art,11.15,1: someone need to get fire because obviously they don't give af about what people be say;<br>2: the update be useless and when it say the app be open it never open i click on the open sign and it won't work i once get on you_tube and the update be useless i mean really;<br>3: the second useless and annoy feature add be the screen get darker and eventually turn_off;<br>,5
topic4,3.553341,certain point; home screen; sub box,0,11.17,1: ok so i know that people write a lot_of comment and after i comment on a video and come back to it it really hard to find mine so people at youtube please make a button that when you press it show you your comment;<br>2: i just go on youtube and before or after i watch a video it wouldn't_let_me read the comment and would only say that there be <digit> comment even_though it be post by a popular channel and a year_ago;<br>3: if youre go to hog the internet video service then make it function the way it should;<br>,6
topic4,2.176705,auto play; home page; custom thumbnail,0,11.18,1: make watch video a hassle as new one begin when i never want them too;<br>2: i dont want to record i want to upload a video;<br>3: sometimes a video will make me want to look something up or i'll get a text;<br>,7
topic4,2.648981,comment section; screen recorder; blue dot,0,11.19,1: i love the app i have a channel myself but i can record my screen please make a screen_recorder like you make youtube capture and take as long as you need just make it atleast please_im_beg you i really want to make game video please;<br>2: so_far since the update i have miss some video that i didn't know that get post until i go to there channel to see that they have post and i do not receive and notification that they do upload a video so can you please_fix this bug or something;<br>3: when i try to fast_forward or go_back in a video the sound will skip until i get to the spot i want the video to go to and it very annoy;<br>,8
topic4,2.677431,gray square; battery drain; numerous attempt,0,11.21,1: i haven't be get notification when i comment something;<br>2: i get a notification on the app that i get a comment and i can't see the comment so i can't reply;<br>3: i've get numerous update notice always believe the issue here would be fix;<br>,9
topic4,5.896229,description box; home screen; crash everytime,power button; mobile device; internet browser,11.23,1: can't even open the app anymore keep crash;<br>2: it keep crash every_time i open;<br>3: keep crash as_soon_as i try to open it;<br>,10
topic4,3.726911,home page; tube red; playback error tap,tube red; nothing happen; favourite youtuber,11.25,1: the comment be really hard to use now;<br>2: the comment be really hard to use now;<br>3: it be not fair that people have to use there account to subscribe like dislike and comment;<br>,11
topic4,3.616883,pay attention; comment section; commenter name,0,11.28,1: you can't see who comment and who reply and it look messy;<br>2: read comment and reply isn't even fun anymore;<br>3: the new_layout dosnt look bad except i can't reply to reply to comment witch be really annoy pls_fix;<br>,12
topic4,3.335073,light gray; subscription box; comment section,0,11.3,1: for now on put a my comment with the newest comment and top comment selection because when i go to my gmail to see comment i dont have time to be search throw like a thousand of comment just to get to mine so yeah please take my idea into conclusion;<br>2: ok so when i go to my subscription i scroll_down to see what other video be upload then i see that some of the thumbnail be like a light_gray kind_of what it look like when it say watch but on the thumbnail it doesn't have the watch thing but it still light_gray like that so please_fix;<br>3: i always get playback_error and i go into chrome on my phone still and go to youtube and it work_fine;<br>,13
topic4,3.695432,comment section; comment chain; jumble mess,0,11.32,1: when i click the notification of people reply to my comment;<br>2: if you want to see other reply to a comment it take you to a whole different page instead_of be able to read them in the comment_section;<br>3: the new comment layout dosnt look bad except i can't reply to reply to comment witch be really annoy pls_fix;<br>,14
topic4,1.535464,kinda annoy; night mode; multiple time,0,11.33,1: i get a notification that someone have reply to my comment;<br>2: when i get a notification that someone comment on my video then i click the notification and the comment be not there;<br>3: but i can't reply back to comment to me;<br>,15
topic4,5.272124,full screen mode; full screen; comment section,0,11.34,1: it just annoy to have to open another screen to see reply for comment;<br>2: the comment be horrible and when ever i press view all reply it take me to a completely_different place;<br>3: comment_section be just no i can't even reply to the people i want to also i can't even read the comment right sometimes;<br>,16
topic4,1.678839,creative idea; stability improvement; bottom corner,0,11.35,1: u have to now go to a whole new page to read the comment and u can't even reply to people in the comment;<br>2: such_as have to open another page to read all reply to a comment;<br>3: but it take you to another page to see all reply to a comment;<br>,17
topic4,2.895049,comment section; scam bot; jumble mess,0,11.38,1: you can't tell what be a reply to a comment and it open to a different page when hit more reply;<br>2: and previous_version title and description and the link on separately not together in this version i can't open any link in youtube while i be watch a video please help_me i be use voice over which be a screen reader you say that you have add a new accessibility option but you have remove the core of the youtube video i mean that you have to add the ability for read video description and open link i hope you will read my review and i hope you always do;<br>3: also a few time the video don't show the play button on the screen;<br>,18
topic4,3.508159,comment section; couple second; slide bar,0,11.39,1: in other word can you make it in your next update that when you get a notification on someone reply in the comment when you click on the comment in your notification it actually take you to the comment and not just the video not everyone stay on the comment_section for hour until they see someone comment reply to them;<br>2: but one tiny problem when i comment on a video or reply to a comment i get a notification that someone reply but when i click on it and it take me to the video i look through the comment and sometimes i can't find it;<br>3: on my video when i get a comment notification and i go look_at my video it say that there comment but it doesn't_let_me see please_fix i love read comment on my video;<br>,19
topic4,3.456234,comment section; full screen mode; keep glitching,0,11.41,1: first off this update keep_glitching whenever i go into full_screen after reply to a comment the keyboard dosen't disappear so it there even in full_screen_mode second the new comment_section be horrible you can't reply to one person anymore and it hard to find the original comment and third i get notification that someone have reply to my comment and i can see part of the comment in the notification section but when i click on it to read the full comment it just show my comment and not the person_who reply comment that very annoy;<br>2: i wish the comment_section would go_back to where comment could be view in one place instead_of a new page open and the video minimize;<br>3: why do you need to go to a different page to read the comment reply;<br>,20
topic4,3.746276,comment section; subscription tab; big jumble mess,0,11.43,1: there also an_annoyance with write a comment because you can't even see what your write and to discard the keyboard_cover up the box that pop_up so you can't even see it;<br>2: they make it so you have to open a different page to see the reply to a comment when the original be on the same page;<br>3: i wish the comment_section would go_back to where comment could be view in one place instead_of a new page open and the video minimize;<br>,21
topic4,2.288368,comment section; comment chain; direct message,0,11.45,1: when i get a notification of a new reply from my comment it be not be show;<br>2: whenever i wanna look_at top comment it either show new comment or one top comment follow by a new comment i wanna look_at all the top comment and not new comment please_fix;<br>3: there should be all the reply to my comment or comment_chain that i participate_in or somebody direct_message to me but i don't see any of these;<br>,22
topic4,2.535558,black bar; auto play; black screen,0,11.47,1: every_time i go on a video i'm use to the screen go landscape when i tilt my phone but with the new update i cant go without the old feature plz bring them back people be not like the new one cant you see;<br>2: i can't click on a relate video without it crash;<br>3: glad to see i'm not the only one experience the crash on relate video issue;<br>,23
topic4,3.439437,comment thread; comment section; user name,0,11.47.1,1: also the read more comment off a comment_thread be annoy bc it open another window;<br>2: read people comment be so annoy lately because it go to another page and it be more easy to accidentally_click on a user_name to respond to them i that make_sense;<br>3: on my ipad i click my notification comment for my video but when i click then it take me to the video but i cannot see the comment;<br>,24
topic4,3.61409,comment section; comment thread; sub box,0,11.49,1: but have very little functionality that create an overall confuse experience no back button switch_between video comment_section be downright_confuse at time click on a comment to see reply open an entirely new comment tab comment_section be needlessly large reference to a time in the video e;<br>2: the only way i can find out if someone have respond to my comment be if i go on the actual video and scroll_through comment just to see what the new comment notification say and that take too_much work;<br>3: every_time i look to see a reply or maybe a comment from my notification;<br>,25
topic4,4.120803,rewind button; ten second skip; double tap,0,12.03,1: now tap on the screen will rewind or fast_forward the video;<br>2: the video player now have a stupid fast_forward and rewind feature that activate when you tap either side of the video;<br>3: or i just want to quickly check how far into the video i be by quickly tap the screen twice so as to see time and them make it go_away;<br>,26
topic4,5.118201,comment section; double tap; dislike button,0,12.04,1: the new system for change video time point be awful 10_second be too_long to skip back for a small thing and too short to skip back a bite it the worst middle_grind possible;<br>2: video be glitchy and screen go up without me even touch it;<br>3: one thing i hate be that whenever i want to get_rid_of a video in my recommend;<br>,27
topic4,4.285785,double tap; full screen; background refresh,0,12.05,1: and i believe the 10_second feature be highly_unnecessary as it be hard for me to click to see the time i be in the video;<br>2: plea let_me disable the double_tap to skip feature as i have a small screen and big thumb and end_up miss the full_screen button and skip the video ahead;<br>3: i simply want to find out how to delete a comment i make on someone_el video on this stupid app;<br>,28
topic4,4.203601,top corner; comment section; full screen,0,12.06,1: general thing i find annoy new notification link to other video pop_up in the top_corner and block the setting button;<br>2: general thing i find annoy new notification link to other video pop_up in the top_corner and block the setting button;<br>3: i hate the annoy suggestion that constantly show up on top of the video i'm watch;<br>,29
topic4,4.229509,comment thread; full screen; portrait orientation,0,12.07,1: once_you've play a video and return to the fee the list jump_back to the top of the fee and i have to scroll all the way back down to find where i be up to in the list;<br>2: if there be more_than three reply to a comment you have to select read more and it take the user to another screen away_from the video;<br>3: i go_back from the video to my subscription video list and it automatically scroll all the way back to the earliest video;<br>,30
topic4,2.935926,comment section; drain battery; double tap,0,12.09,1: thank you for your recent_update that can make me able to read reply from comment while still have a large enough screen to watch video;<br>2: and it wont_let you view or reply to comment on your_own video;<br>3: i also would love to see an_option to be able to change the speed of the video;<br>,31
topic4,2.984784,long time; subscription tab; full screen,0,12.1,1: the problem i've be have be when i go fullscreen in a video and then when i leave youtube and come back in from a long_time youtube load the video and then when i press the middle_of minimize screen button;<br>2: every_time i hit a video it go to an add then skip the add then go to the video and then take me to an_error screen;<br>3: i use to be able to go to the subscription_tab and see all of my subscription list in_order by new video;<br>,32
topic4,2.457254,exit full screen; subscription tab; full screen,0,12.11,1: bring the video title back to the bottom in the subscribe list please;<br>2: you can't even like a video or go directly_from a video to the creator channel;<br>3: i go to a video that i be <digit> sure that have comment and there wasn't any;<br>,33
topic5,2.572104,say playback error; audio continue; pause button,0,11.07,1: im watch a video and i turn for full_screen then after i turn it <digit> time it doesnt_let_me pause or do anything then i have to get of the app and find eveything i be on fix this for i phone and i will_rate_higher;<br>2: do u want an app be u could watch a video on youtube without have to restart the app <digit> <digit> time;<br>3: but it doesn't want to work so anytime i want to watch a video it start then automatically pause and it say_playback_error every_time not to mention the quality every_time i refresh it always at <digit> or worse_than that;<br>,1
topic5,2.035797,long period; lower quality; take forever,0,11.1,1: why should i have to click <digit> time to get to my subscription instead_of the <digit> press and swipe i use to do;<br>2: it use upwards of <digit> of your battery;<br>3: youtube use nearly <digit> g;<br>,2
topic5,1.675183,cellular data; bull crap; force quit,force quit:; black screen; bull crap,11.11,1: it so annoy have to quit the app and go_back in everyday please_fix it;<br>2: video start freeze and play choppy until i force_quit the app and restart;<br>,3
topic5,1.349318,mobile site; main screen; selection soy,0,11.13,1: watch a <digit> minute video use the youtube app make me lose <digit> battery;<br>2: when i watch video the app will not let_me pause or do anything on the screen that have to do with the app but if i swipe up ward to use my iphone flash lite it let_me do that so i know it not my phone so please_fix this it make me really mad sometimes;<br>3: watch a <digit> minute video on the youtube mobile_site through_safari only lose <digit> battery;<br>,4
topic5,3.000131,main page; giant thumbnail; search history,0,11.15,1: <digit> bring_back the old ui <digit> don't show me <digit> of video that i've already recently watch or heck don't show me the watch it again <digit> it be my_favorite app i literally use it more_than <digit> hour a day and now u be take it from me;<br>2: consider stop use youtube because of all the ad even on <digit> 2_min video i'll get a 30_second_ad;<br>3: i'm <digit> almost <digit> and i can't watch a single video now because of the <digit> rule;<br>,5
topic5,5.288318,subscription box; subscription fee; sub box,0,11.17,1: about <digit> of the suggest video be video that i have already see which be extremely_annoy bc i want to see new content pop_up on my fee not the same old video;<br>2: every <digit> video or so show up as watch when i've never watch it and it not even in my history;<br>3: so whenever i see a new video in my subscription i don't have to watch it because it say i already have even_though i have never see the video before;<br>,6
topic5,1.472901,take forever; horrendous user experience; huge battery drain,0,11.18,1: of the past <digit> video i've watch there have be almost <digit> every 5_minute of video;<br>2: after update it still crash after watch any video longer_than <digit> minute or so;<br>3: it awesome how we can finally watch <digit> video in vr and even normal video in a sort of virtual theater;<br>,7
topic5,2.946544,subscription fee; numerous time; take forever,0,11.19,1: i'll watch ad every <digit> video or something but not every freakin video;<br>2: every_time that i'm see a video the ad come and i can't se video;<br>3: <digit> why can't we have a simple back button to see the last video we watch;<br>,8
topic5,2.285608,numerous time; tube red; home button,0,11.21,1: <digit> the home_screen don't like that there no column of recommend video <digit> have to do with the watch history i've watch plenty_of video but they don't show up in that portion of it;<br>2: i just want it to remember the video that i have already watch and stop recommend them to me;<br>3: for about <digit> month now there have be a bug where i tap a video and load it up and i want to like it but the thing be the video title and description be not there it only the box where it show the channel and say subscribe;<br>,9
topic5,3.162432,major problem; subscription box; playback error,0,11.23,1: atleast <digit> time in a day i'm watch a youtube video the video either stop and start reconnecting then fail or just not load at_all and tell_me i have no connection when i'm connect to wifi and everything just stop load it a major_problem;<br>2: app constantly_crash whenever i try to watch a video or scroll to comment;<br>3: try new video doesn't work <digit> google cant even watch video on a video watch app;<br>,10
topic5,2.319444,take forever; action spiteful; description box,0,11.25,1: there be so many_ad it so annoy i cant even watch one video with out see <digit> ad;<br>2: i love how some of the video recommend for me have absolutely nothing to do with any of the video i have watch be also video that i have utterly no interest in watch;<br>3: tire_of watch maybe <digit> <digit> video and then the next video not load;<br>,11
topic5,3.040712,cellular data; take forever; main page,0,11.28,1: i have never watch a video and every_time i see one i say not interest and check the box label i do not like this video on my doppy yet i still get multiple suggestion for family guy <digit> time a week or more <digit> the amount_of ad be borderline comical if i wasn't so sick of be force to watch them for every;<br>2: i be literally <digit> <digit> minute in a video and there a ad before some of the update there be barely and ad now when you watch a video a ad come on not far from begin and second ad;<br>3: why would i want to watch the same video about <digit> time;<br>,12
topic5,4.616511,full screen; playback error; comment section,0,11.3,1: every video i watch there be a <digit> <digit> second sound delay and it bug me so_much;<br>2: i will have a playback_error_occur at_least <digit> time with every video;<br>3: the video would freeze frame into a movement <digit> <digit> second and then continue but it noticeable and happen in every video;<br>,13
topic5,1.523076,audio continue; volume button; shane dawson,0,11.32,1: second one i haven't_encounter in a while when i'm watch a <digit> or longer minute video halfway_through it the video restart but audio_continue please_fix thank <digit>;<br>2: this happen <digit> time during a <digit> minute video;<br>3: when i watch video a lot_of the time the visual will stop but the audio will keep go and i have to swipe the video out and go click the video again and then sometimes it work;<br>,14
topic5,1.728036,channel banner; multiple device; kinda annoy,channel banner; multiple device; live stream,11.33,1: this update help a lot_of bug;<br>2: a lot_of bug when scroll_through your subscription;<br>3: this bug be kind_of rare;<br>,15
topic5,3.745539,serious issue; key feature; description box,finger swipe; dislike button; side bar,11.34,1: whenever there a video i woulds try to watch the ad or the video wouldn't play at_all and then there some video that it will work and i'm super positive it not my internet;<br>2: the ad go through but the video never actually play;<br>3: the video be play but the metadata and even the comment aren't show up please_fix it or else;<br>,16
topic5,5.122611,live stream; playback error; couple second,0,11.35,1: when i try to watch video the ad and the video won't actually play;<br>2: everytime i watch a video or club_penguin tutorial it give me the raymour and flanagan ad that be <digit> second but never play the video;<br>3: mostly every_time i watch a video it play but then stop even_though the load video bar be far from it fix it;<br>,17
topic5,3.493571,live stream; black screen; sub box,0,11.38,1: the ad keep freeze so i can't watch any video;<br>2: i will click the video and as_soon the video load and ad or the video will pop_up and freeze on the one start frame;<br>3: i can't watch youtube video anymore because there be a glitch when i start a video an ad_pop_up and freeze and i can't skip it;<br>,18
topic5,3.241536,past week; pitch black; live stream,0,11.39,1: when i go to watch a video on you_tube the video freeze up and do not load or play the video that i want to watch i be able to do this before the io_10 update but since then i have not be able to watch any video at_all;<br>2: it have come to my attention that i cannot watch video plz_fix this the video won't play i need <digit> watch youtube;<br>3: so_far but when i watch live_stream on full_screen for a bite the video freeze and the audio keep play and i have rewatch it again on the standard video screen;<br>,19
